corp_name,corp_uid,original_name,lat,lng,location,nace_code,postcode,street,nh3_yeartotal,nh3_2015,has_local_subsidies,has_subsidies,local_subsidies,total_subsidies
Helmut Werner,a1f9b1ce-4463-469e-8d33-3214932f7b55,"Werner, Helmut",53.035981267866,7.959876097976661,Bösel,146.0,26219,Im Wiesengrund 3,71000.0,14200.0,1,1,15954.27,15954.27
AFB Agrar GmbH Flämingland Blönsdorf,652f8c8f-56c0-4065-a2c8-640e328619db,AFB Agrar GmbH Flämingland Blönsdorf,51.9702805003965,12.8657396495509,Niedergörsdorf,146.0,14913,Kurzlipsdorf 13a,51600.0,12900.0,0,0,0.0,0.0
Tobias Heimann GbR,bd74011b-7cbc-4a88-826f-3d7f9acde75f,Tobias Heimann GbR,51.6725170109494,8.82584320969938,Borchen,146.0,33178,Kirchborchener Str 71,41200.0,10300.0,1,1,70751.93999999999,70751.93999999999
Bauern AG Neißetal,e578d875-13dd-42db-961e-767a871495db,Schweinezuchtanlage Grießen,51.8510743639386,14.587299163015599,Jänschwalde,146.0,03172,Dorfstraße 71,46700.0,10900.0,1,1,5616202.0600000005,5616202.0600000005
Bauern AG Neißetal,e578d875-13dd-42db-961e-767a871495db,Schweinezuchtanlage Gröden,51.4029128727261,13.5863710562971,Gröden,146.0,04932,Mittelweg 7,137800.0,28300.0,1,1,5616202.0600000005,5616202.0600000005
Bauern AG Neißetal,e578d875-13dd-42db-961e-767a871495db,Schweinemastanlage Bärenklau,51.929971982774404,14.5599895184797,Schenkendöbern,146.0,03172,Kirschallee 3,93600.0,12700.0,1,1,5616202.0600000005,5616202.0600000005
Klixer Edelfleisch GmbH,16af7be1-ff40-43b2-a958-2f74cf39bd07,Klixer Edelfleisch GmbH,51.2583712488802,14.5002649575649,Großdubrau,146.0,02694,Hauptstr. 57,265700.0,62900.0,1,1,425.0,425.0
"Schulze Wülfing, Theo",3853f626-06b6-4ebe-bd3b-d009e07967fb,"Schulze Wülfing, Theo",51.8298510417268,7.34378335933128,Dülmen,146.0,48249,Rödder 16,64600.0,12300.0,1,1,68128.12,68128.12
M & F Schweinemast KG,39023601-e2d1-4752-ab14-ea07fa9b9950,M & F Schweinemast KG,53.7717421275657,11.291301992364,Testorf-Steinfort,146.0,23936,Lindenallee 2,31500.0,10500.0,1,1,0.0,0.0
"Essink, Helma",6a02d86c-393f-43d2-bf2c-7d4a75810efe,Essink Helma,52.495581515001405,7.04340985988986,Nordhorn,146.0,48527,Fuhlendiek None,42000.0,10500.0,1,1,0.0,0.0
"SecAnim GmbH, NL Malchin",db54d220-ab17-45f9-b051-a0afbcb3f943,"SecAnim GmbH, NL Malchin",53.7200909602666,12.8150817390781,Malchin,162.0,17139,An der Landwehr None,0.0,0.0,0,0,0.0,0.0
Agrargenossenschaft Kamsdorf e.G.,d617e6c3-dcce-44cb-8d1b-11e4be6247f2,Schweinemastanlage Röblitz,50.665444819313095,11.4142013369482,Unterwellenborn,146.0,07333,Zeilberg None,103600.0,18900.0,1,1,0.0,0.0
Agrargenossenschaft Kamsdorf e.G.,d617e6c3-dcce-44cb-8d1b-11e4be6247f2,Schweinemastanlage Löhsten,51.61114186343221,13.136320788980901,Herzberg/Elster,146.0,04916,An der Roten Lache 1,146600.0,33200.0,1,1,0.0,0.0
Agrargenossenschaft Kamsdorf e.G.,d617e6c3-dcce-44cb-8d1b-11e4be6247f2,Agrargenossenschaft Helmsdorf e.G. Agrargenossenschaft Helmsdorf e.G.,51.606960472771995,11.611218878329,Gerbstedt OT Helmsdorf,146.0,06347,Pollebener Straße 7 None,68500.0,13700.0,1,1,0.0,0.0
Heiming GmbH & Co.KG,3da63a51-cbdd-4476-a48e-e852b8ae5b64,Heiming GmbH & Co.KG,51.77329573858021,7.00701632554761,Dorsten,146.0,46286,Rekener Str. 64,12900.0,12900.0,0,0,0.0,0.0
"Kühter, Anne und Heinrich",a6a63479-ab42-40e3-97d5-b5707bff8e36,"Kühter, Anne und Heinrich A. u. H. Kühter Bioenergie GmbH & Co. KG",53.0323527610147,7.923874733466572,Bösel,147.0,26219,Koppelweg None,76000.0,12600.0,1,1,41386.17,41386.17
"Beckmann GbR, Hubertus Beckmann, Dirk",8c480df2-0c0f-470e-bec2-f4ed87829491,"Beckmann GbR, Hubertus Beckmann, Dirk",52.8303159588017,8.2089811753276,Emstek,147.0,49685,Eschweg 1,119500.0,24000.0,1,1,36805.66,36805.66
"Ellermann, Carsten",e672e0e9-8207-4edf-b7f5-9e24c9fc2a99,"Ellermann, Carsten",52.3658298004083,8.35480189322892,Bohmte,146.0,49163,Osterwiehe 8,82500.0,16500.0,1,1,234291.08999999997,234291.08999999997
Saritscher Agrar - GmbH,3f26881f-dfb6-482a-bd08-6b5e73c22dbc,Saritscher Agrar GmbH,51.3012820636323,14.329372757753301,Königswartha,146.0,02699,Hauptstraße 1a,78900.0,14200.0,0,0,0.0,0.0
"Grevenkamp, Heinrich-Gustav",736f8068-63b3-4f57-be6d-3f3f91bb741d,"Grevenkamp, Heinrich-Gustav",52.7022578771803,7.96759158817979,Essen (Oldenburg),146.0,49632,Zum Brokhagen Stau 6,112800.0,28200.0,0,0,0.0,0.0
Rügener Frischei GmbH,7f119dc8-3093-4370-8dd6-66bc875673e6,Rügener Frischei GmbH,54.43439890097589,13.2272634255506,Ummanz,147.0,18569,Groß Kubitz 17a,10900.0,10900.0,1,1,0.0,0.0
"Tebbe, Heinrich",c3f47249-e156-4bf1-9e9d-6e3457ee3ece,"Tebbe, Heinrich",52.438396645893405,7.73776973903426,Voltlage,146.0,49599,Mühlenort 4,56500.0,11300.0,1,1,61087.16,61087.16
Landwirtschaftsbetrieb Poseritz GmbH SMA Zeiten,b7891797-d2ea-4b69-92e9-4816647b3a14,Landwirtschaftsbetrieb Poseritz GmbH SMA Zeiten,54.301215823634394,13.313340944184501,Poseritz,146.0,18574,Poseritz Hof 1 a,35100.0,11700.0,1,1,989161.1400000001,989161.1400000001
"Ehrenborg, Clemens",6997248c-2d40-488d-8e7d-b4b4c03b9cac,Ehrenborg Clemens,52.612042287228,8.245663774503289,Lohne (Oldenburg),146.0,49393,Ehrendorfer Straße 7,10300.0,10300.0,1,1,30487.74,30487.74
"Bodenkamp, Katja",8d529926-684a-4b45-a108-3d5001135203,Bodenkamp Katja,52.3165633519159,7.28005556328764,Samern,146.0,48465,Schüttorfer Straße 7,115700.0,16200.0,1,1,89443.09000000001,89443.09000000001
"Bodenkamp, Katja",8d529926-684a-4b45-a108-3d5001135203,van Bebber Jens,52.304502777752106,7.24804825236217,Samern,146.0,48465,Lütke Brook None,85100.0,17500.0,1,1,89443.09000000001,89443.09000000001
Agrar GmbH Wormsdorf,39cfcfe8-a8a2-47ef-91c1-57d12445fcba,Agrar GmbH Wormsdorf,52.1230550775698,11.193387171522698,Eilsleben,146.0,39365,Heidberg 1,82500.0,19100.0,1,1,958917.27,958917.27
Holger Krüger,864f76c4-0254-4821-8087-f6650c73a8d4,Krüger KG,53.226711029560796,10.7670651961389,Dahlem,146.0,21368,Köstorf Nr. 6,77200.0,19300.0,1,1,451113.88,451113.88
Landgut GmbH Staritz,3384f764-46cb-4966-b7ce-4498ad58b258,Landgut GmbH Staritz Schweinemastanlage Döbeltitz,51.4895118064685,13.1013550285642,Belgern-Schildau,146.0,04874,Elbaue 2,93400.0,18800.0,0,0,0.0,0.0
Oberpfälzer Frischei GmbH,9c7fc092-614c-4711-93bf-f4aef54f9d51,Oberpfälzer Frischei GmbH Farm Zottelhof,49.1113624221231,11.820180000037501,Beratzhausen,147.0,93176,Vorderkreith 1,66900.0,13400.0,0,0,0.0,0.0
Eierfarm Premslin GmbH,a55bac8f-c527-4868-b365-b2bb3d965916,Klaus Middendorf Eier und Geflügel GmbH & Co. KG,53.12111888373771,11.7800821496085,Karstädt,147.0,19357,Hagenstraße 1,26900.0,13000.0,1,1,0.0,0.0
"Niemeyer, Heinrich",b9617013-07aa-4977-b1e3-ae1daa14e709,"Niemeyer, Heinrich",52.7703053298995,7.96558225579532,Lastrup,146.0,49688,Hauptstraße 45,40800.0,10200.0,1,1,40264.21,40264.21
"Meyer, Jürgen",48315102-0241-4255-9588-f9c0ebd61d36,"Meyer, Jürgen",52.7533533275468,8.05544964416346,Essen (Oldenburg),146.0,49632,Elstener Straße 34,60000.0,12000.0,1,1,22204.940000000002,22204.940000000002
Eifrisch Vertriebsgesellschaft mbH & Co.KG,97e139be-20a9-4c2a-8eec-388bd1bdfae3,Eifrisch Vertriebsgesellschaft mbH & Co KG,50.7427515658065,12.8174440706143,Niederdorf,147.0,09366,Pfaffenhainer Länge None,128700.0,22800.0,0,0,0.0,0.0
Eifrisch Vertriebsgesellschaft mbH & Co.KG,97e139be-20a9-4c2a-8eec-388bd1bdfae3,Eifrisch Vetriebsgesellschaft mbH & Co.KG,50.7678527009219,12.851250016810999,Neukirchen/Erzgeb.,147.0,09221,Stollberger Straße 33,281000.0,52100.0,0,0,0.0,0.0
"DKC GmbH & Co. KG Klinker, Matthias",c9359788-a7ee-45b6-b3b6-de1ff5aaceda,"DKC GmbH & Co. KG Klinker, Matthias",52.6879479590629,7.92937327375505,Essen (Oldenburg),146.0,49632,Klein Arkenstede 2,64000.0,12800.0,0,0,0.0,0.0
Baumeister Frischei GmbH & Co KG,cfd6cfc6-f62c-406a-9d32-4888309cca82,Baumeister Frischei GmbH & Co KG,51.2711961476486,7.4329079901448285,Breckerfeld,147.0,58339,Brenscheid 16,63500.0,11600.0,0,0,0.0,0.0
Mastbetrieb Menke KG,f3ae930a-98f2-4097-8007-274297442eca,Mastbetrieb Menke KG,52.58915640094979,7.90618579118135,Ankum,150.0,49577,Im Druchhorner Feld None,168500.0,33700.0,0,0,0.0,0.0
LVG Kläne-Menke GmbH & Co. KG,dbb57958-c4bf-481a-aaa9-fb6a7adca92a,LVG Kläne-Menke GmbH & Co. KG,53.0931853970782,13.483101629388402,Templin,146.0,17268,Reinfeld 1,78900.0,17700.0,0,0,0.0,0.0
GVE Anlagenverwaltung GmbH & Co. KG,d0428a52-eb57-4d81-b93b-e24251d34619,egga GmbH & Co. KG GVE Anlagenverwaltung GmbH & Co. KG,52.41665315852861,8.28449721196297,Bohmte,147.0,49163,Grünerweg 14,38700.0,12900.0,0,0,0.0,0.0
HEMO Geflügelproduktion,270a7df8-f7c3-443c-8d00-0893e9061dc7,HEMO Geflügelproduktion GmbH,52.63516563527799,6.883942502734059,Emlichheim,147.0,49824,Aatalstraße 60,185800.0,36900.0,0,0,0.0,0.0
Jesse / Matz GbR,7cc82381-a031-48b8-a481-4440bc39de12,Jesse und Matz GbR,52.76288288887871,11.8617326938713,Walsleben,147.0,39606,"Uchtenhagener Str.,Feldmark None",20200.0,10100.0,1,1,351384.94999999995,351384.94999999995
SAZA GmbH Großkayna,2ec4ebb2-cea1-45b9-8224-2a0ad9da9ac5,"Betreibergemeinschaft ""DANISAL""",51.2711682518455,11.923964713706301,Braunsbedra,146.0,06242,Naumburger Str. 87,739000.0,152000.0,0,0,0.0,0.0
"Hasekamp-Plagge, Arno",d964551d-d9b7-47ae-8cc5-3fba14006959,"Hasekamp-Plagge, Arno",52.5174883856596,8.005544889381,Alfhausen,146.0,49594,Hadern 17,41200.0,10300.0,0,0,0.0,0.0
Schotmann GbR,1e2899e0-af2f-4142-9588-5b9db27dd88e,Schotmann,52.2674404694474,7.1815217227841295,Bad Bentheim,147.0,48455,Burgsteinfurter Damm None,80000.0,16000.0,0,0,0.0,0.0
Norbert Brösterhaus,98d796d5-e223-4840-ae58-4c9dd567835e,"Brösterhaus, Norbert",51.821748949294786,6.91429973890862,Heiden,146.0,46359,Bloden Acker 2,47600.0,11200.0,1,1,45946.96,45946.96
Landwirt J.P.M. van der Jagt,8bd25482-f036-432b-b201-ad102609dcb8,Landwirt J.P.M. van der Jagt,52.1754425893135,14.292015263574099,Beeskow,147.0,15848,Ortsrandweg 3,20600.0,10300.0,0,0,0.0,0.0
Poels Schweinezucht GmbH,977c452f-0bb3-491d-b9be-d2943723b7ae,Schweinezuchtanlage Rippershausen,50.6154105295629,10.3621817680258,Rippershausen,146.0,98639,Am Wald 1,138400.0,30300.0,0,0,0.0,0.0
"Kiekebusch, Michael",5934b6d4-9482-4bb4-865c-18563bb00e88,"Kiekebusch, Heinz",51.67989004458821,7.39050086445574,Olfen,146.0,59399,Sülsen 25,41600.0,10400.0,1,1,128973.88999999998,128973.88999999998
BWE-Brüterei Weser-Ems GmbH & Co. KG,73b11e5a-d4e5-449b-99f9-6b8142259f35,BWE-Brüterei Weser-Ems GmbH,52.76431044209001,8.25604759077769,Vechta,147.0,49377,Mühlenkamp 2,10900.0,10900.0,0,1,0.0,38198.66
BWE-Brüterei Weser-Ems GmbH & Co. KG,73b11e5a-d4e5-449b-99f9-6b8142259f35,BWE-Brüterei Weser-Ems GmbH & Co. KG Farm Wetschen,52.622590864201,8.45627247676436,Wetschen,147.0,49453,Farmstr. 20,176700.0,33600.0,0,1,0.0,38198.66
BWE-Brüterei Weser-Ems GmbH & Co. KG,73b11e5a-d4e5-449b-99f9-6b8142259f35,Hähnchenmastanlage Hestern,52.990305784809294,8.51755812407014,Ganderkesee,147.0,27777,Neustädter Str. 19,41800.0,10200.0,0,1,0.0,38198.66
BWE-Brüterei Weser-Ems GmbH & Co. KG,73b11e5a-d4e5-449b-99f9-6b8142259f35,BWE-Brüterei Weser-Ems GmbH & Co. KG Farm Rehden,52.615737326073294,8.5222914865442,Rehden,147.0,49453,Heerweg 5,184300.0,35900.0,0,1,0.0,38198.66
BWE-Brüterei Weser-Ems GmbH & Co. KG,73b11e5a-d4e5-449b-99f9-6b8142259f35,BWE-Brüterei Weser-Ems GmbH & Co. KG Farm Martfeld,52.88102984333611,9.04102849330914,Martfeld,147.0,27327,In der Weide 29,164000.0,31900.0,0,1,0.0,38198.66
BWE-Brüterei Weser-Ems GmbH & Co. KG,73b11e5a-d4e5-449b-99f9-6b8142259f35,BWE-Brüterei Weser-Ems GmbH & Co. KG Farm Eschenhausen,52.8477433429327,8.78058144610856,Bassum,147.0,27211,Eschenhausen 49,181800.0,35100.0,0,1,0.0,38198.66
BWE-Brüterei Weser-Ems GmbH & Co. KG,73b11e5a-d4e5-449b-99f9-6b8142259f35,BWE Brüterei Weser-Ems GmbH & Co.KG,52.8462588017465,8.36869830201116,Visbek,147.0,49429,Holte 17,158700.0,32300.0,0,1,0.0,38198.66
BWE-Brüterei Weser-Ems GmbH & Co. KG,73b11e5a-d4e5-449b-99f9-6b8142259f35,BWE - Brüterei Weser Ems GmbH & Co. KG,52.0010376078298,8.29089528552977,Halle,147.0,33790,Kölkebecker Str. 45,60300.0,11900.0,0,1,0.0,38198.66
ALBOCO GmbH,6702c494-f073-41b8-90e6-457f5b073eba,ALBOCO GmbH,51.846093007699395,11.544222278578902,Hecklingen,146.0,39444,Wilhelm-Bieser-Str. 12,163200.0,32600.0,0,0,0.0,0.0
Vennix Agrar,73f39145-f145-404f-836d-9455517f9659,Vennix Agrar,52.13581616887011,14.4981618018701,Schlaubetal,146.0,15890,Bergweg 19,87500.0,17500.0,0,0,0.0,0.0
Ralf Storkamp,3b9ddd24-2dac-454a-8f31-b5237215bb50,"Storkamp, Ralf",51.7656569931841,7.9590704435566115,Ahlen,146.0,59229,Beckumer Straße 276,14600.0,14600.0,1,1,90634.03,90634.03
Kartzfehn Märkische Puten GmbH,7266f47c-80b4-46bc-a0a1-23be584c0b6a,Börde Puten Aufzucht Klein Oschersleben KG,52.011546330882396,11.351015101798598,Oschersleben,147.0,39387,Diemenweg 1 None,138400.0,34600.0,1,1,87068.46,87068.46
Kartzfehn Märkische Puten GmbH,7266f47c-80b4-46bc-a0a1-23be584c0b6a,"Kartzfehn Märkische Puten GmbH Alt Zauche-Wußwerk, OT Burglehn",51.9410053326299,14.022518995589099,Alt Zauche-Wußwerk,147.0,15913,Burglehn None,28100.0,28100.0,1,1,87068.46,87068.46
Kartzfehn Märkische Puten GmbH,7266f47c-80b4-46bc-a0a1-23be584c0b6a,Kartzfehn Märkische Puten GmbH,53.0673182467972,12.7380377028421,Neuruppin,147.0,16818,Dorfstraße 13,227000.0,41400.0,1,1,87068.46,87068.46
Carsten Hillmann-Köster,4979b547-dea3-4be7-a9b8-8eeb80406faa,Carsten Hillmann Köster,52.8395077389386,8.92449407908633,Süstedt,146.0,27305,Sunder 6,58000.0,14500.0,1,1,124130.10999999999,124130.10999999999
Sophienhof Ferkel GmbH,30498aa0-1408-49e3-b1a4-962f9d0b7543,Sophienhof Ferkel GmbH,53.6597353682609,7.25706455897349,Hagermarsch,146.0,26524,Sophienhof 2,63800.0,13000.0,0,0,0.0,0.0
Snoeck -Vogel GbR,7dfa1ae0-e4f5-49b1-b582-6fdae1fcc145,Snoek & Vogel GbR,52.54322055330461,6.7307958218843496,Wielen,147.0,49847,Industriestraße 7,66500.0,13600.0,0,0,0.0,0.0
"Austing, gr., Werner",d1775338-376c-4b0b-bf33-72cc37db29ea,"Austing, gr. Werner",52.5185810772594,8.24033880565884,Damme,146.0,49101,Zum Alten Berge 7,57200.0,12400.0,0,0,0.0,0.0
Landwirtschaft Rathmannsdorf  Verwaltungs- GmbH & Co. KG,1d60be8d-e94b-4747-a26e-b99d8e654a83,Landwirtschaft Rathmannsdorf  Verwaltungs- GmbH & Co. KG,51.8250349727489,11.625007294679301,Rathmannsdorf,147.0,39439,An der Wasserfurth None,72300.0,72300.0,0,0,0.0,0.0
Agrarprodukte GmbH Ebersbach,d72773aa-dde0-4da1-8bb5-6cdfdfec7580,SZA Ebersbach - Im Wald,51.255437649955795,13.6734594955877,Ebersbach,146.0,01561,Im Wald 1,64900.0,12900.0,0,0,0.0,0.0
Putenmast Fladder GbR,606e3d8e-b469-4661-9fce-77f13d6417e3,Putenmast Fladder GbR,53.0181798905889,7.97002413990014,Bösel,147.0,26219,Fladderburger Straße None,66500.0,12100.0,0,0,0.0,0.0
"Lamping, Josef",9b7acf40-7917-4b0e-8547-d67b40d1adde,"Lamping, Josef",52.9787841856433,7.978095594359631,Bösel,146.0,26219,Glaßdorfer Straße 5,44900.0,14000.0,1,1,27818.25,27818.25
"BJB Evers, Bernhard u. Jan-Bernd Evers",48a08f74-3ead-4b8f-8fd4-c6b23693f6e9,BJB Evers Bernhard u. Jan-Bernd Evers,52.7245620957946,8.209652389310481,Bakum,146.0,49456,Elmelager Straße 4,59600.0,14900.0,0,0,0.0,0.0
Märkischer Schweinehof GmbH Langenlipsdorf,d2c539dd-9e6c-4ccc-b00c-4cefebef2be6,Märkischer Schweinehof GmbH Langenlipsdorf,51.9184898111427,13.0691285707896,Niedergörsdorf,146.0,14913,Pappelallee 1,109000.0,21800.0,1,1,0.0,0.0
Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,220092e1-cc3c-4b97-8df9-61f59b803899,Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,52.574994922419386,8.032001933384791,Gehrde,147.0,49596,Feldstraße 15,93600.0,23400.0,1,1,0.0,0.0
Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,220092e1-cc3c-4b97-8df9-61f59b803899,Legehennenanlage Farm Döhlen,52.9718721650628,8.221633000687241,Großenkneten,147.0,26197,Krumlanderstr. 11,47200.0,11800.0,1,1,0.0,0.0
Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,220092e1-cc3c-4b97-8df9-61f59b803899,Deutsche Frühstücksei Betriebsgesellschaft mbH & Co.KG,52.5332396143267,8.009818339364509,Gehrde,147.0,49596,Landsherrenweg None,41100.0,13700.0,1,1,0.0,0.0
Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,220092e1-cc3c-4b97-8df9-61f59b803899,Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,52.41665315852861,8.28449721196297,Bohmte,147.0,49163,An der Bolzenburg None,52800.0,13200.0,1,1,0.0,0.0
Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,220092e1-cc3c-4b97-8df9-61f59b803899,Deutsche Frühstücksei GmbH und Co KG,52.7302442862654,8.10949923248913,Bakum,147.0,49456,Essener Straße 27,67000.0,13400.0,1,1,0.0,0.0
Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,220092e1-cc3c-4b97-8df9-61f59b803899,Deutsche Frühstücksei GmbH und Co KG,52.539385170002,8.04657191446185,Neuenkirchen-Vörden,147.0,49434,Bieste 52,181000.0,36200.0,1,1,0.0,0.0
Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,220092e1-cc3c-4b97-8df9-61f59b803899,Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,52.4314743770269,8.22671688132282,Bohmte,147.0,49163,Zum Kienpohl 1,96000.0,24000.0,1,1,0.0,0.0
Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,220092e1-cc3c-4b97-8df9-61f59b803899,Deutsche Frühstücksei GmbH,52.1183992298491,7.20483106449824,Schöppingen,147.0,48624,Haverbeck 49,36000.0,12000.0,1,1,0.0,0.0
Wilhelm Middendorf,912cd157-9e8a-49d6-b98f-26d03801c8a3,Wilhelm Middendorf Schweinemast Wilmshagen Wilhelm Middendorf,54.1617533062146,13.163946185499697,Sundhagen,146.0,18519,Zum Rügenzubringer 8,55900.0,11400.0,1,1,83846.34,83846.34
Ludwig Wührer,806ff226-1114-450b-8fd9-abe91df33ed5,Ludwig Wührer,48.5458098776661,12.6801827454459,Simbach,146.0,94436,Hofmark 4,57600.0,15500.0,1,1,58444.310000000005,58444.310000000005
Karrenziner Schweinemast GmbH,770e0480-a145-4867-8ec4-393850d5bd82,Karrenziner Schweinemast GmbH Schweinemastanlage,53.335564733664896,11.814418977119301,Karrenzin,146.0,19372,Ausbau 1,236600.0,27300.0,0,0,0.0,0.0
Toebes GmbH,e47eaf87-9e75-4df6-a812-6f8937d545ba,Schweinezuchtanlage Gleicherwiesen,50.35857616583221,10.6279292494172,Römhild,146.0,98630,Lindnerstraße 40,69900.0,15400.0,1,1,41375.0,41375.0
GbR Bernd und Frank Meyer,e733bcf6-77b5-455f-8552-3948e70b783d,Gemischte Tierhaltung Leuschentin,53.739865897494404,12.8114322382043,Kummerow,146.0,17139,Zum Lalaberg 1,76000.0,19000.0,1,1,572464.6499999999,572464.6499999999
Schlaitzer Landwirtschaftlicher Tierzuchtbetrieb GmbH,1a365ad6-e2c1-4352-a915-d951161c150b,Schlaitzer Landwirtschaftlicher Tierzuchtbetrieb GmbH Schlaitzer Landwirtschaftlicher Tierzuchtbetrieb GmbH,51.6559287287262,12.4139214716693,Muldenstausee,146.0,06774,Zur Tierzucht 1 None,34600.0,11100.0,0,0,0.0,0.0
Liemershof GmbH & Co. KG,e41964c6-27fb-4433-9a8f-5cb7747cb0ca,Liemershof GmbH & Co. KG,52.08987707751,10.982013077399499,Hötensleben,146.0,39393,Höhtenslebener Landstraße 1,85700.0,37100.0,0,0,0.0,0.0
Görtz Blumenberg GmbH & Co. Agrar KG,3e686bd3-662a-4f95-98ba-f441683deaf8,Görtz Blumenberg GmbH & Co. Agrar KG Aschersleben,51.7983150154269,11.4565622090429,Aschersleben,146.0,06449,Winniger Chaussee None,109000.0,21800.0,1,1,0.0,0.0
Görtz Blumenberg GmbH & Co. Agrar KG,3e686bd3-662a-4f95-98ba-f441683deaf8,Görtz Blumenberg GmbH & Co. Agrar KG,52.045789281908,11.447757724605301,Klein Wanzleben,146.0,39164,Bottmersdorfer Straße 14,229500.0,45900.0,1,1,0.0,0.0
Geflügelhof Möckern - ZNL der Lohmann & Co. AG,c1a7d243-1f9b-4b30-9bd5-15b71ff59143,"Geflügelhof Möckern, Möckern",52.1571666971222,11.974037898478699,Möckern,147.0,39291,Im Wald None,231700.0,40800.0,0,1,0.0,7722.25
Geflügelhof Möckern - ZNL der Lohmann & Co. AG,c1a7d243-1f9b-4b30-9bd5-15b71ff59143,Geflügelhof Möckern ZNL der Lohmann & Co. AG Hähnchenmastanlage Zernsdorf,52.3054562077244,13.672939712002401,Königs Wusterhausen,147.0,15758,Fürstenwalder Weg None,231200.0,40300.0,0,1,0.0,7722.25
Geflügelhof Möckern - ZNL der Lohmann & Co. AG,c1a7d243-1f9b-4b30-9bd5-15b71ff59143,Geflügelhof Möckern Zweigniederlassung Lohmann & Co. AG - Hähnchenmastanlage Biesenthal,52.7363144261207,13.644486368491599,Biesenthal,147.0,16359,None None,76000.0,17900.0,0,1,0.0,7722.25
Geflügelhof Möckern - ZNL der Lohmann & Co. AG,c1a7d243-1f9b-4b30-9bd5-15b71ff59143,Junghennenaufzuchtanlage Stegelitz,52.1840167582345,11.997675195462,Möckern OT Stegelitz,147.0,39291,Im Wald None,71100.0,12000.0,0,1,0.0,7722.25
Geflügelhof Möckern - ZNL der Lohmann & Co. AG,c1a7d243-1f9b-4b30-9bd5-15b71ff59143,Elterntieranlage Loburg,52.1018503823423,12.1015188658058,Möckern OT Loburg,147.0,39291,Dorfstraße None,352800.0,73000.0,0,1,0.0,7722.25
Geflügelhof Möckern - ZNL der Lohmann & Co. AG,c1a7d243-1f9b-4b30-9bd5-15b71ff59143,Elterntieranlage Möckern,52.190504656153294,11.9601669667424,Möckern,147.0,39291,"Im Wald, Weg nach Lüttgenziatz None",558800.0,113000.0,0,1,0.0,7722.25
Geflügelhof Möckern - ZNL der Lohmann & Co. AG,c1a7d243-1f9b-4b30-9bd5-15b71ff59143,Geflügelhof Möckern ZNL der Lohmann & Co. AG Elterntieranlage Zeesen,52.2740353940382,13.6260519707436,Königs Wusterhausen,147.0,15711,None None,302300.0,57100.0,0,1,0.0,7722.25
Schweinezucht Alt Tellin GmbH,98778b48-8e77-427b-bd04-b685675f9e1a,Schweine- und Biogasanlage Alt Tellin,53.8559020585672,13.276154064110699,Alt Tellin,146.0,17129,An der Kreisstraße 29,210000.0,73100.0,0,0,0.0,0.0
Paetrower Schweineproduktion GmbH & Co. KG,ed731344-37fe-4df8-ab65-f773be768169,Paetrower Schweinemastanlage,53.7300095901943,11.162067255592596,Veelböken,146.0,19205,Gadebuscher Straße 10,164200.0,32800.0,1,1,22555.58,22555.58
Ferkelproduktion Großmühlingen GmbH & Co. KG,8b20f402-d370-4862-80a2-459213e9c7f0,Ferkelproduktion Großmühlingen GmbH & Co. KG,51.952293474188394,11.7261555649245,Bördeland OT Großmühlingen,146.0,39221,An der Ölmühle 1,56100.0,11400.0,1,1,165514.13,165514.13
"Wöste, Maria",ac10a59d-14f8-4386-bdbf-97e27138a643,"Wöste, Maria",52.461991082471286,7.833462695188321,Merzen,147.0,49586,Zum Hülshof 2,41200.0,10300.0,0,0,0.0,0.0
Poels Mastschweine GmbH,86f6a23d-52f7-44d3-8d8c-45dc6b8c794f,Schweinemastanlage Solz,50.6188389861347,10.346546944531301,Rippershausen,146.0,98639,Schafberg (Flur) None,222400.0,44700.0,1,1,402258.59,402258.59
GF Grafschafter Frischei,bf4be66d-0869-4f22-9ef8-a94e7ed8861f,GF Grafschafter Frischei GmbH & CO.KG,52.4821205394209,7.17556635640817,Wietmarschen,147.0,49835,Pferdebahn None,90100.0,40000.0,0,0,0.0,0.0
Michael Roskothen,41bf38c9-0538-466b-acad-e47c24304f1f,Michael Roskothen-Sauen,54.702939324809506,9.57996673835742,Mittelangeln,146.0,24986,Obdrupstraße 2,51100.0,19500.0,1,1,245987.19,245987.19
Agrargenossenschaft Cobbelsdorf e.G.,2a673f20-b491-45bd-a4fb-d943782899fe,Agrargenossenschaft Cobbelsdorf e.G. Agrargenossenschaft Cobbelsdorf e.G.,51.9627666127573,12.483251044786101,Köselitz,146.0,06869,Am Funkturm None,33600.0,11200.0,0,0,0.0,0.0
